date,material_id,daily_demand,actual_lead_time_days,nominal_lead_time_days,lt_deviation_days,transit_delay_days,delay_event,stock_level,stock_cover_days,po_slippage_days,qi_rejection,demand_rolling_slope,safety_stock,moq,transit_risk_level,month_sin,month_cos,dow_sin,month,quarter,day_of_year,exception_label
2021-07-10,FG-100001,11.147,7,7,0,0.0,0,0.0,0.0,0,0,0.07427,25,10,0,-0.5,-0.866,-0.9749,7,3,191,SHORTAGE
2021-07-11,FG-100001,10.643,6,7,-1,0.0,0,0.0,0.0,0,0,0.07829,25,10,0,-0.5,-0.866,-0.7818,7,3,192,SHORTAGE
2021-07-12,FG-100001,10.243,7,7,0,0.0,0,0.0,0.0,0,0,0.06795,25,10,0,-0.5,-0.866,0.0,7,3,193,SHORTAGE
2021-07-13,FG-100001,10.527,7,7,0,0.0,0,0.0,0.0,0,0,0.05543,25,10,0,-0.5,-0.866,0.7818,7,3,194,SHORTAGE
2021-07-14,FG-100001,11.36,7,7,0,0.0,0,0.0,0.0,0,0,0.05478,25,10,0,-0.5,-0.866,0.9749,7,3,195,SHORTAGE
2021-07-15,FG-100001,11.746,6,7,-1,0.0,0,0.0,0.0,4,0,0.0447,25,10,0,-0.5,-0.866,0.4339,7,3,196,SHORTAGE
2021-07-16,FG-100001,11.39,7,7,0,0.0,0,0.0,0.0,0,0,0.03188,25,10,0,-0.5,-0.866,-0.4339,7,3,197,SHORTAGE
2021-07-17,FG-100001,10.473,8,7,1,0.0,0,0.0,0.0,0,0,0.01963,25,10,0,-0.5,-0.866,-0.9749,7,3,198,SHORTAGE
2021-07-18,FG-100001,12.419,7,7,0,0.0,0,0.0,0.0,0,0,0.00813,25,10,0,-0.5,-0.866,-0.7818,7,3,199,SHORTAGE
2021-07-19,FG-100001,12.337,6,7,-1,0.0,0,0.0,0.0,0,0,-0.00564,25,10,0,-0.5,-0.866,0.0,7,3,200,SHORTAGE
2021-07-20,FG-100001,11.435,7,7,0,0.0,0,0.0,0.0,0,0,-0.00352,25,10,0,-0.5,-0.866,0.7818,7,3,201,SHORTAGE
2021-07-21,FG-100001,11.017,15,7,8,9.03,1,0.0,0.0,0,0,-0.01579,25,10,0,-0.5,-0.866,0.9749,7,3,202,SHORTAGE
2021-07-22,FG-100001,12.636,7,7,0,0.0,0,0.0,0.0,0,0,-0.01654,25,10,0,-0.5,-0.866,0.4339,7,3,203,SHORTAGE
2021-07-23,FG-100001,12.419,6,7,-1,0.0,0,0.0,0.0,0,0,-0.03345,25,10,0,-0.5,-0.866,-0.4339,7,3,204,SHORTAGE
2021-07-24,FG-100001,10.614,6,7,-1,0.0,0,0.0,0.0,0,0,-0.03911,25,10,0,-0.5,-0.866,-0.9749,7,3,205,SHORTAGE
2021-07-25,FG-100001,12.548,7,7,0,0.0,0,0.0,0.0,0,0,-0.06331,25,10,0,-0.5,-0.866,-0.7818,7,3,206,SHORTAGE
2021-07-26,FG-100001,13.184,7,7,0,0.0,0,0.0,0.0,0,0,-0.06676,25,10,0,-0.5,-0.866,0.0,7,3,207,SHORTAGE
2021-07-27,FG-100001,11.871,7,7,0,0.0,0,0.0,0.0,0,0,-0.05609,25,10,0,-0.5,-0.866,0.7818,7,3,208,SHORTAGE
2021-07-28,FG-100001,13.469,7,7,0,0.0,0,0.0,0.0,0,0,-0.05652,25,10,0,-0.5,-0.866,0.9749,7,3,209,SHORTAGE
2021-07-29,FG-100001,11.415,7,7,0,0.0,0,0.0,0.0,0,0,-0.04598,25,10,0,-0.5,-0.866,0.4339,7,3,210,SHORTAGE
2021-07-30,FG-100001,15.261,8,7,1,0.0,0,0.0,0.0,0,0,-0.0474,25,10,0,-0.5,-0.866,-0.4339,7,3,211,SHORTAGE
2021-07-31,FG-100001,15.212,11,7,4,3.71,1,0.0,0.0,0,0,-0.01952,25,10,0,-0.5,-0.866,-0.9749,7,3,212,SHORTAGE
2021-08-01,FG-100001,13.201,7,7,0,0.0,0,0.0,0.0,0,0,-0.00346,25,10,0,-0.866,-0.5,-0.7818,8,3,213,SHORTAGE
2021-08-02,FG-100001,14.01,6,7,-1,0.0,0,0.0,0.0,0,0,0.01375,25,10,0,-0.866,-0.5,0.0,8,3,214,SHORTAGE
2021-08-03,FG-100001,10.21,6,7,-1,0.0,0,0.0,0.0,0,0,0.03592,25,10,0,-0.866,-0.5,0.7818,8,3,215,SHORTAGE
2021-08-04,FG-100001,11.804,7,7,0,0.0,0,0.0,0.0,1,0,0.03051,25,10,0,-0.866,-0.5,0.9749,8,3,216,SHORTAGE
2021-08-05,FG-100001,12.821,7,7,0,0.0,0,0.0,0.0,0,0,0.0376,25,10,0,-0.866,-0.5,0.4339,8,3,217,SHORTAGE
2021-08-06,FG-100001,11.647,6,7,-1,0.0,0,0.0,0.0,0,0,0.04874,25,10,0,-0.866,-0.5,-0.4339,8,3,218,SHORTAGE
2021-08-07,FG-100001,13.782,7,7,0,0.0,0,88.23,6.4,0,0,0.06641,25,10,0,-0.866,-0.5,-0.9749,8,3,219,EXPEDITE
2021-08-08,FG-100001,15.203,6,7,-1,0.0,0,73.03,4.8,1,0,0.07968,25,10,0,-0.866,-0.5,-0.7818,8,3,220,EXPEDITE
2021-08-09,FG-100001,11.012,8,7,1,0.0,0,62.02,5.63,0,0,0.09827,25,10,0,-0.866,-0.5,0.0,8,3,221,EXPEDITE
2021-08-10,FG-100001,11.268,6,7,-1,0.0,0,50.75,4.5,0,0,0.08332,25,10,0,-0.866,-0.5,0.7818,8,3,222,EXPEDITE
2021-08-11,FG-100001,12.419,6,7,-1,0.0,0,38.33,3.09,0,0,0.06661,25,10,0,-0.866,-0.5,0.9749,8,3,223,EXPEDITE
2021-08-12,FG-100001,13.928,8,7,1,0.0,0,24.4,1.75,0,0,0.05429,25,10,0,-0.866,-0.5,0.4339,8,3,224,EXPEDITE
2021-08-13,FG-100001,10.437,8,7,1,0.0,0,13.97,1.34,0,0,0.05269,25,10,0,-0.866,-0.5,-0.4339,8,3,225,EXPEDITE
2021-08-14,FG-100001,12.12,7,7,0,0.0,0,1.85,0.15,0,0,0.03281,25,10,0,-0.866,-0.5,-0.9749,8,3,226,SHORTAGE
2021-08-15,FG-100001,13.953,7,7,0,0.0,0,0.0,0.0,0,0,0.02685,25,10,0,-0.866,-0.5,-0.7818,8,3,227,SHORTAGE
2021-08-16,FG-100001,9.873,7,7,0,0.0,0,0.0,0.0,0,0,0.03009,25,10,0,-0.866,-0.5,0.0,8,3,228,SHORTAGE
2021-08-17,FG-100001,10.371,6,7,-1,0.0,0,0.0,0.0,0,0,-0.00045,25,10,0,-0.866,-0.5,0.7818,8,3,229,SHORTAGE
2021-08-18,FG-100001,11.499,6,7,-1,0.0,0,0.0,0.0,0,0,-0.01408,25,10,0,-0.866,-0.5,0.9749,8,3,230,SHORTAGE
2021-08-19,FG-100001,11.527,7,7,0,0.0,0,0.0,0.0,0,0,-0.0201,25,10,0,-0.866,-0.5,0.4339,8,3,231,SHORTAGE
2021-08-20,FG-100001,13.35,8,7,1,0.0,0,0.0,0.0,0,0,-0.03178,25,10,0,-0.866,-0.5,-0.4339,8,3,232,SHORTAGE
2021-08-21,FG-100001,12.865,7,7,0,0.0,0,0.0,0.0,0,0,-0.03462,25,10,0,-0.866,-0.5,-0.9749,8,3,233,SHORTAGE
2021-08-22,FG-100001,10.525,9,7,2,2.23,1,0.0,0.0,0,0,-0.03047,25,10,0,-0.866,-0.5,-0.7818,8,3,234,SHORTAGE
2021-08-23,FG-100001,13.714,12,7,5,4.74,1,0.0,0.0,0,0,-0.04301,25,10,0,-0.866,-0.5,0.0,8,3,235,SHORTAGE
2021-08-24,FG-100001,12.521,8,7,1,0.0,0,0.0,0.0,0,0,-0.04658,25,10,0,-0.866,-0.5,0.7818,8,3,236,SHORTAGE
2021-08-25,FG-100001,15.25,7,7,0,0.0,0,0.0,0.0,0,0,-0.0459,25,10,0,-0.866,-0.5,0.9749,8,3,237,SHORTAGE
2021-08-26,FG-100001,12.884,7,7,0,0.0,0,0.0,0.0,0,0,-0.0232,25,10,0,-0.866,-0.5,0.4339,8,3,238,SHORTAGE
2021-08-27,FG-100001,13.054,8,7,1,0.0,0,0.0,0.0,0,0,-0.02574,25,10,0,-0.866,-0.5,-0.4339,8,3,239,SHORTAGE
2021-08-28,FG-100001,14.865,6,7,-1,0.0,0,0.0,0.0,0,0,-0.01663,25,10,0,-0.866,-0.5,-0.9749,8,3,240,SHORTAGE
2021-08-29,FG-100001,15.31,8,7,1,0.0,0,0.0,0.0,0,0,-0.0098,25,10,0,-0.866,-0.5,-0.7818,8,3,241,SHORTAGE
2021-08-30,FG-100001,14.944,6,7,-1,0.0,0,0.0,0.0,0,0,0.02489,25,10,0,-0.866,-0.5,0.0,8,3,242,SHORTAGE
2021-08-31,FG-100001,11.92,7,7,0,0.0,0,0.0,0.0,0,0,0.05685,25,10,0,-0.866,-0.5,0.7818,8,3,243,SHORTAGE
2021-09-01,FG-100001,15.096,7,7,0,0.0,0,0.0,0.0,0,0,0.05556,25,10,0,-1.0,-0.0,0.9749,9,3,244,SHORTAGE
2021-09-02,FG-100001,12.794,6,7,-1,0.0,0,0.0,0.0,0,0,0.08091,25,10,0,-1.0,-0.0,0.4339,9,3,245,SHORTAGE
2021-09-03,FG-100001,14.507,6,7,-1,0.0,0,0.0,0.0,0,0,0.06471,25,10,0,-1.0,-0.0,-0.4339,9,3,246,SHORTAGE
2021-09-04,FG-100001,12.044,7,7,0,0.0,0,0.0,0.0,0,0,0.06941,25,10,0,-1.0,-0.0,-0.9749,9,3,247,SHORTAGE
2021-09-05,FG-100001,14.506,8,7,1,0.0,0,106.11,7.32,6,0,0.06403,25,10,0,-1.0,-0.0,-0.7818,9,3,248,EXPEDITE
2021-09-06,FG-100001,12.603,7,7,0,0.0,0,93.51,7.42,0,0,0.06678,25,10,0,-1.0,-0.0,0.0,9,3,249,EXPEDITE
2021-09-07,FG-100001,11.788,7,7,0,0.0,0,81.72,6.93,6,0,0.07071,25,10,0,-1.0,-0.0,0.7818,9,3,250,EXPEDITE
2021-09-08,FG-100001,14.288,7,7,0,0.0,0,67.43,4.72,0,0,0.0797,25,10,0,-1.0,-0.0,0.9749,9,3,251,EXPEDITE
2021-09-09,FG-100001,13.476,6,7,-1,0.0,0,53.96,4.0,0,0,0.07743,25,10,0,-1.0,-0.0,0.4339,9,3,252,EXPEDITE
2021-09-10,FG-100001,12.202,7,7,0,0.0,0,41.76,3.42,0,0,0.07024,25,10,0,-1.0,-0.0,-0.4339,9,3,253,EXPEDITE
2021-09-11,FG-100001,14.737,7,7,0,0.0,0,27.02,1.83,0,0,0.06178,25,10,0,-1.0,-0.0,-0.9749,9,3,254,EXPEDITE
2021-09-12,FG-100001,12.211,9,7,2,0.0,0,14.81,1.21,0,0,0.08018,25,10,0,-1.0,-0.0,-0.7818,9,3,255,EXPEDITE
2021-09-13,FG-100001,12.759,7,7,0,0.0,0,2.05,0.16,0,0,0.05785,25,10,0,-1.0,-0.0,0.0,9,3,256,SHORTAGE
2021-09-14,FG-100001,13.05,7,7,0,0.0,0,0.0,0.0,0,0,0.04987,25,10,0,-1.0,-0.0,0.7818,9,3,257,SHORTAGE
2021-09-15,FG-100001,11.956,7,7,0,0.0,0,0.0,0.0,1,0,0.05613,25,10,0,-1.0,-0.0,0.9749,9,3,258,SHORTAGE
2021-09-16,FG-100001,13.436,7,7,0,0.0,0,0.0,0.0,0,0,0.02759,25,10,0,-1.0,-0.0,0.4339,9,3,259,SHORTAGE
2021-09-17,FG-100001,12.27,7,7,0,0.0,0,0.0,0.0,0,0,0.01111,25,10,0,-1.0,-0.0,-0.4339,9,3,260,SHORTAGE
2021-09-18,FG-100001,12.594,7,7,0,0.0,0,0.0,0.0,0,0,-0.00648,25,10,0,-1.0,-0.0,-0.9749,9,3,261,SHORTAGE
2021-09-19,FG-100001,15.162,7,7,0,0.0,0,0.0,0.0,0,0,-0.02213,25,10,0,-1.0,-0.0,-0.7818,9,3,262,SHORTAGE
2021-09-20,FG-100001,12.168,7,7,0,0.0,0,66.92,5.5,0,0,-0.00912,25,10,0,-1.0,-0.0,0.0,9,3,263,EXPEDITE
2021-09-21,FG-100001,10.5,7,7,0,0.0,0,56.42,5.37,7,0,-0.01956,25,10,0,-1.0,-0.0,0.7818,9,3,264,EXPEDITE
2021-09-22,FG-100001,16.381,7,7,0,0.0,0,40.04,2.44,0,0,-0.0566,25,10,0,-1.0,-0.0,0.9749,9,3,265,EXPEDITE
2021-09-23,FG-100001,18.045,8,7,1,0.0,0,22.0,1.22,5,0,-0.03369,25,10,0,-1.0,-0.0,0.4339,9,3,266,EXPEDITE
2021-09-24,FG-100001,14.047,7,7,0,0.0,0,7.95,0.57,0,0,-0.00947,25,10,0,-1.0,-0.0,-0.4339,9,3,267,SHORTAGE
2021-09-25,FG-100001,12.001,6,7,-1,0.0,0,0.0,0.0,0,0,0.00533,25,10,0,-1.0,-0.0,-0.9749,9,3,268,SHORTAGE
2021-09-26,FG-100001,14.63,6,7,-1,0.0,0,0.0,0.0,0,0,-0.00886,25,10,0,-1.0,-0.0,-0.7818,9,3,269,SHORTAGE
2021-09-27,FG-100001,14.843,6,7,-1,0.0,0,0.0,0.0,0,0,-0.00452,25,10,0,-1.0,-0.0,0.0,9,3,270,SHORTAGE
2021-09-28,FG-100001,15.127,6,7,-1,0.0,0,0.0,0.0,2,0,0.01299,25,10,0,-1.0,-0.0,0.7818,9,3,271,SHORTAGE
2021-09-29,FG-100001,13.787,7,7,0,0.0,0,0.0,0.0,0,0,0.0354,25,10,0,-1.0,-0.0,0.9749,9,3,272,SHORTAGE
2021-09-30,FG-100001,16.463,6,7,-1,0.0,0,0.0,0.0,6,0,0.04673,25,10,0,-1.0,-0.0,0.4339,9,3,273,SHORTAGE
2021-10-01,FG-100001,16.377,7,7,0,0.0,0,0.0,0.0,0,0,0.05499,25,10,0,-0.866,0.5,-0.4339,10,4,274,SHORTAGE
2021-10-02,FG-100001,13.195,7,7,0,0.0,0,0.0,0.0,0,0,0.08256,25,10,0,-0.866,0.5,-0.9749,10,4,275,SHORTAGE
2021-10-03,FG-100001,16.503,7,7,0,0.0,0,0.0,0.0,6,0,0.07317,25,10,0,-0.866,0.5,-0.7818,10,4,276,SHORTAGE
2021-10-04,FG-100001,18.441,10,7,3,2.41,1,0.0,0.0,0,0,0.09675,25,10,0,-0.866,0.5,0.0,10,4,277,SHORTAGE
2021-10-05,FG-100001,15.407,7,7,0,0.0,0,0.0,0.0,4,0,0.11496,25,10,0,-0.866,0.5,0.7818,10,4,278,SHORTAGE
2021-10-06,FG-100001,14.467,7,7,0,0.0,0,0.0,0.0,0,0,0.12772,25,10,0,-0.866,0.5,0.9749,10,4,279,SHORTAGE
2021-10-07,FG-100001,14.578,7,7,0,0.0,0,0.0,0.0,0,0,0.12091,25,10,0,-0.866,0.5,0.4339,10,4,280,SHORTAGE
2021-10-08,FG-100001,15.502,7,7,0,0.0,0,0.0,0.0,0,0,0.10835,25,10,0,-0.866,0.5,-0.4339,10,4,281,SHORTAGE
2021-10-09,FG-100001,11.931,7,7,0,0.0,0,0.0,0.0,0,0,0.11775,25,10,0,-0.866,0.5,-0.9749,10,4,282,SHORTAGE
2021-10-10,FG-100001,14.507,7,7,0,0.0,0,0.0,0.0,0,0,0.09799,25,10,0,-0.866,0.5,-0.7818,10,4,283,SHORTAGE
2021-10-11,FG-100001,13.594,6,7,-1,0.0,0,0.0,0.0,0,0,0.08674,25,10,0,-0.866,0.5,0.0,10,4,284,SHORTAGE
2021-10-12,FG-100001,16.653,7,7,0,0.0,0,0.0,0.0,0,0,0.08605,25,10,0,-0.866,0.5,0.7818,10,4,285,SHORTAGE
2021-10-13,FG-100001,13.764,6,7,-1,0.0,0,0.0,0.0,0,0,0.08819,25,10,0,-0.866,0.5,0.9749,10,4,286,SHORTAGE
2021-10-14,FG-100001,16.344,7,7,0,0.0,0,0.0,0.0,6,0,0.07349,25,10,0,-0.866,0.5,0.4339,10,4,287,SHORTAGE
2021-10-15,FG-100001,12.505,7,7,0,0.0,0,0.0,0.0,0,0,0.077,25,10,0,-0.866,0.5,-0.4339,10,4,288,SHORTAGE
2021-10-16,FG-100001,14.985,7,7,0,0.0,0,0.0,0.0,0,0,0.04673,25,10,0,-0.866,0.5,-0.9749,10,4,289,SHORTAGE
2021-10-17,FG-100001,14.757,8,7,1,0.0,0,0.0,0.0,0,0,0.04242,25,10,0,-0.866,0.5,-0.7818,10,4,290,SHORTAGE
2021-10-18,FG-100001,13.23,6,7,-1,0.0,0,0.0,0.0,0,0,0.02792,25,10,0,-0.866,0.5,0.0,10,4,291,SHORTAGE
2021-10-19,FG-100001,14.978,7,7,0,0.0,0,0.0,0.0,0,0,0.00468,25,10,0,-0.866,0.5,0.7818,10,4,292,SHORTAGE
2021-10-20,FG-100001,16.789,7,7,0,0.0,0,0.0,0.0,0,0,0.01015,25,10,0,-0.866,0.5,0.9749,10,4,293,SHORTAGE
2021-10-21,FG-100001,14.758,7,7,0,0.0,0,0.0,0.0,0,0,0.00674,25,10,0,-0.866,0.5,0.4339,10,4,294,SHORTAGE
2021-10-22,FG-100001,12.912,7,7,0,0.0,0,0.0,0.0,0,0,-0.02333,25,10,0,-0.866,0.5,-0.4339,10,4,295,SHORTAGE
2021-10-23,FG-100001,15.804,7,7,0,0.0,0,0.0,0.0,7,0,-0.02665,25,10,0,-0.866,0.5,-0.9749,10,4,296,SHORTAGE
2021-10-24,FG-100001,14.659,8,7,1,0.0,0,0.0,0.0,0,0,0.00171,25,10,0,-0.866,0.5,-0.7818,10,4,297,SHORTAGE
2021-10-25,FG-100001,15.814,8,7,1,0.0,0,0.0,0.0,0,0,-0.00389,25,10,0,-0.866,0.5,0.0,10,4,298,SHORTAGE
2021-10-26,FG-100001,16.472,7,7,0,0.0,0,0.0,0.0,0,0,-0.01643,25,10,0,-0.866,0.5,0.7818,10,4,299,SHORTAGE
2021-10-27,FG-100001,13.938,12,7,5,4.87,1,0.0,0.0,0,0,-0.00828,25,10,0,-0.866,0.5,0.9749,10,4,300,SHORTAGE
2021-10-28,FG-100001,14.217,7,7,0,0.0,0,0.0,0.0,0,0,-0.01584,25,10,0,-0.866,0.5,0.4339,10,4,301,SHORTAGE
2021-10-29,FG-100001,17.885,7,7,0,0.0,0,119.15,6.66,0,0,-0.01923,25,10,0,-0.866,0.5,-0.4339,10,4,302,EXPEDITE
2021-10-30,FG-100001,16.223,7,7,0,0.0,0,102.93,6.34,0,0,-0.0078,25,10,0,-0.866,0.5,-0.9749,10,4,303,EXPEDITE
2021-10-31,FG-100001,12.731,8,7,1,0.0,0,90.2,7.09,0,0,0.00954,25,10,0,-0.866,0.5,-0.7818,10,4,304,EXPEDITE
2021-11-01,FG-100001,18.42,8,7,1,0.0,0,71.78,3.9,0,0,0.00387,25,10,0,-0.5,0.866,0.0,11,4,305,EXPEDITE
2021-11-02,FG-100001,17.455,7,7,0,0.0,0,54.32,3.11,0,0,0.01458,25,10,0,-0.5,0.866,0.7818,11,4,306,EXPEDITE
2021-11-03,FG-100001,15.663,6,7,-1,0.0,0,38.66,2.47,0,0,0.03956,25,10,0,-0.5,0.866,0.9749,11,4,307,EXPEDITE
2021-11-04,FG-100001,14.51,7,7,0,0.0,0,24.15,1.66,0,0,0.06591,25,10,0,-0.5,0.866,0.4339,11,4,308,EXPEDITE
2021-11-05,FG-100001,17.916,8,7,1,0.0,0,6.24,0.35,0,0,0.06514,25,10,0,-0.5,0.866,-0.4339,11,4,309,SHORTAGE
2021-11-06,FG-100001,16.917,7,7,0,0.0,0,0.0,0.0,0,0,0.08025,25,10,0,-0.5,0.866,-0.9749,11,4,310,SHORTAGE
2021-11-07,FG-100001,20.006,7,7,0,0.0,0,0.0,0.0,0,0,0.08815,25,10,0,-0.5,0.866,-0.7818,11,4,311,SHORTAGE
2021-11-08,FG-100001,16.649,8,7,1,0.0,0,0.0,0.0,0,0,0.12132,25,10,0,-0.5,0.866,0.0,11,4,312,SHORTAGE
2021-11-09,FG-100001,16.432,7,7,0,0.0,0,0.0,0.0,0,0,0.10619,25,10,0,-0.5,0.866,0.7818,11,4,313,SHORTAGE
2021-11-10,FG-100001,15.428,8,7,1,0.0,0,0.0,0.0,0,0,0.10534,25,10,0,-0.5,0.866,0.9749,11,4,314,SHORTAGE
2021-11-11,FG-100001,16.873,9,7,2,1.19,1,0.0,0.0,0,0,0.09085,25,10,0,-0.5,0.866,0.4339,11,4,315,SHORTAGE
2021-11-12,FG-100001,16.524,8,7,1,0.05,1,0.0,0.0,0,0,0.10596,25,10,0,-0.5,0.866,-0.4339,11,4,316,SHORTAGE
2021-11-13,FG-100001,17.501,7,7,0,0.0,0,0.0,0.0,0,0,0.0988,25,10,0,-0.5,0.866,-0.9749,11,4,317,SHORTAGE
2021-11-14,FG-100001,14.794,8,7,1,0.0,0,0.0,0.0,0,0,0.11451,25,10,0,-0.5,0.866,-0.7818,11,4,318,SHORTAGE
2021-11-15,FG-100001,15.029,7,7,0,0.0,0,0.0,0.0,1,0,0.08576,25,10,0,-0.5,0.866,0.0,11,4,319,SHORTAGE
2021-11-16,FG-100001,15.107,7,7,0,0.0,0,0.0,0.0,0,0,0.07461,25,10,0,-0.5,0.866,0.7818,11,4,320,SHORTAGE
2021-11-17,FG-100001,17.338,8,7,1,0.0,0,0.0,0.0,0,0,0.06237,25,10,0,-0.5,0.866,0.9749,11,4,321,SHORTAGE
2021-11-18,FG-100001,18.749,7,7,0,0.0,0,0.0,0.0,0,0,0.05384,25,10,0,-0.5,0.866,0.4339,11,4,322,SHORTAGE
2021-11-19,FG-100001,15.816,7,7,0,0.0,0,0.0,0.0,0,0,0.06464,25,10,0,-0.5,0.866,-0.4339,11,4,323,SHORTAGE
2021-11-20,FG-100001,16.152,7,7,0,0.0,0,104.84,6.49,0,0,0.06733,25,10,0,-0.5,0.866,-0.9749,11,4,324,EXPEDITE
2021-11-21,FG-100001,17.711,7,7,0,0.0,0,87.13,4.92,0,0,0.05862,25,10,0,-0.5,0.866,-0.7818,11,4,325,EXPEDITE
2021-11-22,FG-100001,17.047,7,7,0,0.0,0,70.09,4.11,0,0,0.04661,25,10,0,-0.5,0.866,0.0,11,4,326,EXPEDITE
2021-11-23,FG-100001,19.462,8,7,1,0.09,1,50.62,2.6,0,0,0.04813,25,10,0,-0.5,0.866,0.7818,11,4,327,EXPEDITE
2021-11-24,FG-100001,13.981,7,7,0,0.0,0,36.64,2.62,0,0,0.05678,25,10,0,-0.5,0.866,0.9749,11,4,328,EXPEDITE
2021-11-25,FG-100001,16.775,6,7,-1,0.0,0,19.87,1.18,0,0,0.03589,25,10,0,-0.5,0.866,0.4339,11,4,329,EXPEDITE
2021-11-26,FG-100001,17.044,7,7,0,0.0,0,2.82,0.17,0,0,0.03839,25,10,0,-0.5,0.866,-0.4339,11,4,330,SHORTAGE
2021-11-27,FG-100001,14.323,8,7,1,0.0,0,0.0,0.0,7,0,0.02501,25,10,0,-0.5,0.866,-0.9749,11,4,331,SHORTAGE
2021-11-28,FG-100001,16.952,7,7,0,0.0,0,0.0,0.0,0,0,-0.00538,25,10,0,-0.5,0.866,-0.7818,11,4,332,SHORTAGE
2021-11-29,FG-100001,17.094,6,7,-1,0.0,0,0.0,0.0,0,0,0.00643,25,10,0,-0.5,0.866,0.0,11,4,333,SHORTAGE
2021-11-30,FG-100001,18.441,8,7,1,0.0,0,0.0,0.0,0,0,0.00811,25,10,0,-0.5,0.866,0.7818,11,4,334,SHORTAGE
2021-12-01,FG-100001,20.861,7,7,0,0.0,0,0.0,0.0,0,0,-0.00598,25,10,0,-0.0,1.0,0.9749,12,4,335,SHORTAGE
2021-12-02,FG-100001,18.221,7,7,0,0.0,0,0.0,0.0,0,0,0.03224,25,10,0,-0.0,1.0,0.4339,12,4,336,SHORTAGE
2021-12-03,FG-100001,16.633,7,7,0,0.0,0,0.0,0.0,0,0,0.04568,25,10,0,-0.0,1.0,-0.4339,12,4,337,SHORTAGE
2021-12-04,FG-100001,18.274,9,7,2,1.37,1,0.0,0.0,0,0,0.03617,25,10,0,-0.0,1.0,-0.9749,12,4,338,SHORTAGE
2021-12-05,FG-100001,20.099,7,7,0,0.0,0,0.0,0.0,0,0,0.02887,25,10,0,-0.0,1.0,-0.7818,12,4,339,SHORTAGE
2021-12-06,FG-100001,16.234,8,7,1,0.0,0,0.0,0.0,0,0,0.05516,25,10,0,-0.0,1.0,0.0,12,4,340,SHORTAGE
2021-12-07,FG-100001,16.169,7,7,0,0.0,0,0.0,0.0,0,0,0.04865,25,10,0,-0.0,1.0,0.7818,12,4,341,SHORTAGE
2021-12-08,FG-100001,18.58,7,7,0,0.0,0,0.0,0.0,0,0,0.06333,25,10,0,-0.0,1.0,0.9749,12,4,342,SHORTAGE
2021-12-09,FG-100001,17.041,7,7,0,0.0,0,0.0,0.0,0,0,0.07213,25,10,0,-0.0,1.0,0.4339,12,4,343,SHORTAGE
2021-12-10,FG-100001,18.407,7,7,0,0.0,0,0.0,0.0,0,0,0.06864,25,10,0,-0.0,1.0,-0.4339,12,4,344,SHORTAGE
2021-12-11,FG-100001,17.164,8,7,1,0.0,0,0.0,0.0,0,0,0.06676,25,10,0,-0.0,1.0,-0.9749,12,4,345,SHORTAGE
2021-12-12,FG-100001,18.336,6,7,-1,0.0,0,0.0,0.0,0,0,0.06551,25,10,0,-0.0,1.0,-0.7818,12,4,346,SHORTAGE
2021-12-13,FG-100001,15.357,7,7,0,0.65,1,0.0,0.0,0,0,0.06928,25,10,0,-0.0,1.0,0.0,12,4,347,SHORTAGE
2021-12-14,FG-100001,17.16,7,7,0,0.0,0,0.0,0.0,0,0,0.05976,25,10,0,-0.0,1.0,0.7818,12,4,348,SHORTAGE
2021-12-15,FG-100001,16.92,7,7,0,0.0,0,0.0,0.0,0,0,0.04416,25,10,0,-0.0,1.0,0.9749,12,4,349,SHORTAGE
2021-12-16,FG-100001,15.319,7,7,0,0.0,0,0.0,0.0,0,0,0.02757,25,10,0,-0.0,1.0,0.4339,12,4,350,SHORTAGE
2021-12-17,FG-100001,14.884,7,7,0,0.0,0,88.66,5.96,0,0,0.00036,25,10,0,-0.0,1.0,-0.4339,12,4,351,EXPEDITE
2021-12-18,FG-100001,19.112,7,7,0,0.0,0,198.79,10.4,0,0,-0.01437,25,10,0,-0.0,1.0,-0.9749,12,4,352,RESCHEDULE_IN
2021-12-19,FG-100001,17.524,7,7,0,0.0,0,303.18,17.3,0,0,0.009,25,10,0,-0.0,1.0,-0.7818,12,4,353,RESCHEDULE_IN
2021-12-20,FG-100001,16.572,7,7,0,0.0,0,286.61,17.29,0,0,0.00173,25,10,0,-0.0,1.0,0.0,12,4,354,RESCHEDULE_IN
2021-12-21,FG-100001,18.589,7,7,0,0.0,0,268.02,14.42,0,0,-0.01012,25,10,0,-0.0,1.0,0.7818,12,4,355,RESCHEDULE_IN
2021-12-22,FG-100001,21.232,8,7,1,1.03,1,246.78,11.62,5,0,0.00162,25,10,0,-0.0,1.0,0.9749,12,4,356,RESCHEDULE_IN
2021-12-23,FG-100001,14.959,8,7,1,0.0,0,231.83,15.5,0,0,0.02543,25,10,0,-0.0,1.0,0.4339,12,4,357,RESCHEDULE_IN
2021-12-24,FG-100001,16.715,6,7,-1,0.0,0,215.11,12.87,0,0,0.02356,25,10,0,-0.0,1.0,-0.4339,12,4,358,RESCHEDULE_IN
2021-12-25,FG-100001,18.066,7,7,0,0.0,0,197.04,10.91,0,0,-0.00277,25,10,0,-0.0,1.0,-0.9749,12,4,359,RESCHEDULE_IN
2021-12-26,FG-100001,23.046,6,7,-1,0.0,0,174.0,7.55,0,0,-0.00234,25,10,0,-0.0,1.0,-0.7818,12,4,360,RESCHEDULE_IN
