date,material_id,description,mat_type,supplier,daily_demand,actual_lead_time_days,nominal_lead_time_days,lt_deviation_days,transit_delay_days,delay_event,stock_level,stock_cover_days,po_slippage_days,qi_rejection,safety_stock,reorder_point,moq,transit_risk_level,demand_rolling_slope,month_sin,month_cos,dow_sin,month,quarter,day_of_year,exception_label
2021-08-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.827,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01671,-0.866,-0.5,-0.9749,8,3,240,SHORTAGE
2021-08-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.208,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01088,-0.866,-0.5,-0.7818,8,3,241,SHORTAGE
2021-08-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.89,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01912,-0.866,-0.5,0.0,8,3,242,SHORTAGE
2021-08-31,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.279,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04677,-0.866,-0.5,0.7818,8,3,243,SHORTAGE
2021-09-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.015,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04567,-1.0,-0.0,0.9749,9,3,244,SHORTAGE
2021-09-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.027,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.06757,-1.0,-0.0,0.4339,9,3,245,SHORTAGE
2021-09-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.502,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05351,-1.0,-0.0,-0.4339,9,3,246,SHORTAGE
2021-09-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.377,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05751,-1.0,-0.0,-0.9749,9,3,247,SHORTAGE
2021-09-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.496,8,7,1,0.0,0,91.41,7.32,6,0,25,30,10,0,0.05288,-1.0,-0.0,-0.7818,9,3,248,EXPEDITE
2021-09-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.855,7,7,0,0.0,0,80.56,7.42,0,0,25,30,10,0,0.0552,-1.0,-0.0,0.0,9,3,249,EXPEDITE
2021-09-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.151,7,7,0,0.0,0,70.4,6.94,6,0,25,30,10,0,0.05863,-1.0,-0.0,0.7818,9,3,250,EXPEDITE
2021-09-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.302,7,7,0,0.0,0,58.1,4.72,0,0,25,30,10,0,0.06647,-1.0,-0.0,0.9749,9,3,251,EXPEDITE
2021-09-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.601,6,7,-1,0.0,0,46.5,4.01,0,0,25,30,10,0,0.06447,-1.0,-0.0,0.4339,9,3,252,EXPEDITE
2021-09-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.502,8,7,1,0.0,0,36.0,3.43,0,0,25,30,10,0,0.05824,-1.0,-0.0,-0.4339,9,3,253,EXPEDITE
2021-09-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.682,8,7,1,0.0,0,23.32,1.84,0,0,25,30,10,0,0.05096,-1.0,-0.0,-0.9749,9,3,254,EXPEDITE
2021-09-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.506,9,7,2,0.0,0,12.81,1.22,0,0,25,30,10,0,0.06686,-1.0,-0.0,-0.7818,9,3,255,EXPEDITE
2021-09-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.976,7,7,0,0.0,0,1.84,0.17,0,0,25,30,10,0,0.04758,-1.0,-0.0,0.0,9,3,256,SHORTAGE
2021-09-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.224,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04071,-1.0,-0.0,0.7818,9,3,257,SHORTAGE
2021-09-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.281,8,7,1,0.0,0,0.0,0.0,1,0,25,30,10,0,0.04616,-1.0,-0.0,0.9749,9,3,258,SHORTAGE
2021-09-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.55,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02153,-1.0,-0.0,0.4339,9,3,259,SHORTAGE
2021-09-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.545,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00728,-1.0,-0.0,-0.4339,9,3,260,SHORTAGE
2021-09-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.82,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00788,-1.0,-0.0,-0.9749,9,3,261,SHORTAGE
2021-09-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.023,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02138,-1.0,-0.0,-0.7818,9,3,262,SHORTAGE
2021-09-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.448,6,7,-1,0.0,0,47.76,4.57,0,0,25,30,10,0,-0.0102,-1.0,-0.0,0.0,9,3,263,EXPEDITE
2021-09-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,9.013,7,7,0,0.0,0,38.75,4.3,7,0,25,30,10,0,-0.01919,-1.0,-0.0,0.7818,9,3,264,EXPEDITE
2021-09-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.057,7,7,0,0.0,0,24.69,1.76,0,0,25,30,10,0,-0.0511,-1.0,-0.0,0.9749,9,3,265,EXPEDITE
2021-09-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.48,8,7,1,0.0,0,9.21,0.6,5,0,25,30,10,0,-0.03146,-1.0,-0.0,0.4339,9,3,266,SHORTAGE
2021-09-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.047,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01074,-1.0,-0.0,-0.4339,9,3,267,SHORTAGE
2021-09-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.289,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00198,-1.0,-0.0,-0.9749,9,3,268,SHORTAGE
2021-09-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.539,5,7,-2,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01025,-1.0,-0.0,-0.7818,9,3,269,SHORTAGE
2021-09-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.717,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.0066,-1.0,-0.0,0.0,9,3,270,SHORTAGE
2021-09-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.957,6,7,-1,0.0,0,0.0,0.0,2,0,25,30,10,0,0.00841,-1.0,-0.0,0.7818,9,3,271,SHORTAGE
2021-09-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.806,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02763,-1.0,-0.0,0.9749,9,3,272,SHORTAGE
2021-09-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.095,6,7,-1,0.0,0,0.0,0.0,6,0,25,30,10,0,0.03734,-1.0,-0.0,0.4339,9,3,273,SHORTAGE
2021-10-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.017,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0443,-0.866,0.5,-0.4339,10,4,274,SHORTAGE
2021-10-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.291,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.06792,-0.866,0.5,-0.9749,10,4,275,SHORTAGE
2021-10-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.119,7,7,0,0.0,0,0.0,0.0,6,0,25,30,10,0,0.0598,-0.866,0.5,-0.7818,10,4,276,SHORTAGE
2021-10-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.773,10,7,3,2.41,1,0.0,0.0,0,0,25,30,10,0,0.07998,-0.866,0.5,0.0,10,4,277,SHORTAGE
2021-10-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.175,8,7,1,0.0,0,0.0,0.0,4,0,25,30,10,0,0.09546,-0.866,0.5,0.7818,10,4,278,SHORTAGE
2021-10-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.369,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.10639,-0.866,0.5,0.9749,10,4,279,SHORTAGE
2021-10-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.462,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.10051,-0.866,0.5,0.4339,10,4,280,SHORTAGE
2021-10-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.249,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.08969,-0.866,0.5,-0.4339,10,4,281,SHORTAGE
2021-10-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.195,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.09775,-0.866,0.5,-0.9749,10,4,282,SHORTAGE
2021-10-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.394,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.08085,-0.866,0.5,-0.7818,10,4,283,SHORTAGE
2021-10-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.611,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0712,-0.866,0.5,0.0,10,4,284,SHORTAGE
2021-10-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.221,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.07068,-0.866,0.5,0.7818,10,4,285,SHORTAGE
2021-10-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.751,5,7,-2,0.0,0,0.0,0.0,0,0,25,30,10,0,0.07246,-0.866,0.5,0.9749,10,4,286,SHORTAGE
2021-10-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.95,7,7,0,0.0,0,0.0,0.0,6,0,25,30,10,0,0.0599,-0.866,0.5,0.4339,10,4,287,SHORTAGE
2021-10-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.67,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0629,-0.866,0.5,-0.4339,10,4,288,SHORTAGE
2021-10-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.783,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03701,-0.866,0.5,-0.9749,10,4,289,SHORTAGE
2021-10-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.584,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03333,-0.866,0.5,-0.7818,10,4,290,SHORTAGE
2021-10-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.278,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0209,-0.866,0.5,0.0,10,4,291,SHORTAGE
2021-10-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.763,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00103,-0.866,0.5,0.7818,10,4,292,SHORTAGE
2021-10-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.302,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00573,-0.866,0.5,0.9749,10,4,293,SHORTAGE
2021-10-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.567,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00271,-0.866,0.5,0.4339,10,4,294,SHORTAGE
2021-10-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.991,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.02311,-0.866,0.5,-0.4339,10,4,295,SHORTAGE
2021-10-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.448,7,7,0,0.0,0,0.0,0.0,7,0,25,30,10,0,-0.02589,-0.866,0.5,-0.9749,10,4,296,SHORTAGE
2021-10-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.469,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00165,-0.866,0.5,-0.7818,10,4,297,SHORTAGE
2021-10-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.447,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00649,-0.866,0.5,0.0,10,4,298,SHORTAGE
2021-10-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.001,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.01734,-0.866,0.5,0.7818,10,4,299,SHORTAGE
2021-10-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.843,13,7,6,4.87,1,0.0,0.0,0,0,25,30,10,0,-0.0105,-0.866,0.5,0.9749,10,4,300,SHORTAGE
2021-10-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.076,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.017,-0.866,0.5,0.4339,10,4,301,SHORTAGE
2021-10-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.187,8,7,1,0.0,0,117.81,7.76,0,0,25,30,10,0,-0.01995,-0.866,0.5,-0.4339,10,4,302,EXPEDITE
2021-10-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.772,6,7,-1,0.0,0,104.03,7.55,0,0,25,30,10,0,-0.01038,-0.866,0.5,-0.9749,10,4,303,NO_EXCEPTION
2021-10-31,FG-100001,E-Motor Assembly,FERT,Vendor-managed,10.804,8,7,1,0.0,0,93.23,8.63,0,0,25,30,10,0,0.00433,-0.866,0.5,-0.7818,10,4,304,EXPEDITE
2021-11-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.628,9,7,2,0.0,0,77.6,4.97,0,0,25,30,10,0,-0.00049,-0.5,0.866,0.0,11,4,305,EXPEDITE
2021-11-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.805,7,7,0,0.0,0,62.8,4.24,0,0,25,30,10,0,0.00844,-0.5,0.866,0.7818,11,4,306,EXPEDITE
2021-11-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.282,5,7,-2,0.0,0,49.51,3.73,0,0,25,30,10,0,0.02964,-0.5,0.866,0.9749,11,4,307,EXPEDITE
2021-11-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.301,7,7,0,0.0,0,37.21,3.03,0,0,25,30,10,0,0.05211,-0.5,0.866,0.4339,11,4,308,EXPEDITE
2021-11-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.185,8,7,1,0.0,0,22.03,1.45,0,0,25,30,10,0,0.05144,-0.5,0.866,-0.4339,11,4,309,EXPEDITE
2021-11-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.334,7,7,0,0.0,0,7.69,0.54,0,0,25,30,10,0,0.06421,-0.5,0.866,-0.9749,11,4,310,SHORTAGE
2021-11-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.948,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.07088,-0.5,0.866,-0.7818,11,4,311,SHORTAGE
2021-11-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.101,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.099,-0.5,0.866,0.0,11,4,312,SHORTAGE
2021-11-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.914,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.08605,-0.5,0.866,0.7818,11,4,313,SHORTAGE
2021-11-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.06,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.08532,-0.5,0.866,0.9749,11,4,314,SHORTAGE
2021-11-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.279,9,7,2,1.19,1,0.0,0.0,0,0,25,30,10,0,0.07301,-0.5,0.866,0.4339,11,4,315,SHORTAGE
2021-11-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.98,8,7,1,0.05,1,0.0,0.0,0,0,25,30,10,0,0.08592,-0.5,0.866,-0.4339,11,4,316,SHORTAGE
2021-11-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.802,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.07983,-0.5,0.866,-0.9749,11,4,317,SHORTAGE
2021-11-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.508,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.09322,-0.5,0.866,-0.7818,11,4,318,SHORTAGE
2021-11-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.702,7,7,0,0.0,0,0.0,0.0,1,0,25,30,10,0,0.06882,-0.5,0.866,0.0,11,4,319,SHORTAGE
2021-11-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.764,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05942,-0.5,0.866,0.7818,11,4,320,SHORTAGE
2021-11-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.643,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04908,-0.5,0.866,0.9749,11,4,321,SHORTAGE
2021-11-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.829,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04178,-0.5,0.866,0.4339,11,4,322,SHORTAGE
2021-11-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.347,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05087,-0.5,0.866,-0.4339,11,4,323,SHORTAGE
2021-11-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.625,7,7,0,0.0,0,88.44,6.49,0,0,25,30,10,0,0.0532,-0.5,0.866,-0.9749,11,4,324,EXPEDITE
2021-11-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.935,7,7,0,0.0,0,73.51,4.92,0,0,25,30,10,0,0.04579,-0.5,0.866,-0.7818,11,4,325,EXPEDITE
2021-11-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.368,7,7,0,0.0,0,59.14,4.12,0,0,25,30,10,0,0.03548,-0.5,0.866,0.0,11,4,326,EXPEDITE
2021-11-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.398,8,7,1,0.09,1,42.74,2.61,0,0,25,30,10,0,0.03672,-0.5,0.866,0.7818,11,4,327,EXPEDITE
2021-11-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,11.775,7,7,0,0.0,0,30.97,2.63,0,0,25,30,10,0,0.04388,-0.5,0.866,0.9749,11,4,328,EXPEDITE
2021-11-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.123,6,7,-1,0.0,0,16.84,1.19,0,0,25,30,10,0,0.02621,-0.5,0.866,0.4339,11,4,329,EXPEDITE
2021-11-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.344,7,7,0,0.0,0,2.5,0.17,0,0,25,30,10,0,0.02826,-0.5,0.866,-0.4339,11,4,330,SHORTAGE
2021-11-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.049,8,7,1,0.0,0,0.0,0.0,7,0,25,30,10,0,0.0168,-0.5,0.866,-0.9749,11,4,331,SHORTAGE
2021-11-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.256,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00897,-0.5,0.866,-0.7818,11,4,332,SHORTAGE
2021-11-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.371,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00096,-0.5,0.866,0.0,11,4,333,SHORTAGE
2021-11-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.498,9,7,2,0.0,0,0.0,0.0,0,0,25,30,10,0,0.00228,-0.5,0.866,0.7818,11,4,334,SHORTAGE
2021-12-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,17.527,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,-0.00985,-0.0,1.0,0.9749,12,4,335,SHORTAGE
2021-12-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.303,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.02228,-0.0,1.0,0.4339,12,4,336,SHORTAGE
2021-12-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.966,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03355,-0.0,1.0,-0.4339,12,4,337,SHORTAGE
2021-12-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.339,9,7,2,1.37,1,0.0,0.0,0,0,25,30,10,0,0.02546,-0.0,1.0,-0.9749,12,4,338,SHORTAGE
2021-12-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.866,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01916,-0.0,1.0,-0.7818,12,4,339,SHORTAGE
2021-12-06,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.619,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04125,-0.0,1.0,0.0,12,4,340,SHORTAGE
2021-12-07,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.56,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03578,-0.0,1.0,0.7818,12,4,341,SHORTAGE
2021-12-08,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.577,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.04827,-0.0,1.0,0.9749,12,4,342,SHORTAGE
2021-12-09,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.283,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05565,-0.0,1.0,0.4339,12,4,343,SHORTAGE
2021-12-10,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.423,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05273,-0.0,1.0,-0.4339,12,4,344,SHORTAGE
2021-12-11,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.377,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05111,-0.0,1.0,-0.9749,12,4,345,SHORTAGE
2021-12-12,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.353,6,7,-1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.05011,-0.0,1.0,-0.7818,12,4,346,SHORTAGE
2021-12-13,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.854,6,7,-1,0.65,1,0.0,0.0,0,0,25,30,10,0,0.05329,-0.0,1.0,0.0,12,4,347,SHORTAGE
2021-12-14,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.358,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.0454,-0.0,1.0,0.7818,12,4,348,SHORTAGE
2021-12-15,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.152,8,7,1,0.0,0,0.0,0.0,0,0,25,30,10,0,0.03227,-0.0,1.0,0.9749,12,4,349,SHORTAGE
2021-12-16,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.808,7,7,0,0.0,0,0.0,0.0,0,0,25,30,10,0,0.01833,-0.0,1.0,0.4339,12,4,350,SHORTAGE
2021-12-17,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.439,7,7,0,0.0,0,74.1,5.96,0,0,25,30,10,0,-0.00451,-0.0,1.0,-0.4339,12,4,351,EXPEDITE
2021-12-18,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.966,7,7,0,0.0,0,166.1,10.4,0,0,25,30,10,0,-0.01679,-0.0,1.0,-0.9749,12,4,352,RESCHEDULE_IN
2021-12-19,FG-100001,E-Motor Assembly,FERT,Vendor-managed,14.633,8,7,1,0.0,0,267.82,18.3,0,0,25,30,10,0,0.00285,-0.0,1.0,-0.7818,12,4,353,RESCHEDULE_IN
2021-12-20,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.833,7,7,0,0.0,0,253.98,18.36,0,0,25,30,10,0,-0.00329,-0.0,1.0,0.0,12,4,354,RESCHEDULE_IN
2021-12-21,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.51,7,7,0,0.0,0,238.47,15.38,0,0,25,30,10,0,-0.01324,-0.0,1.0,0.7818,12,4,355,RESCHEDULE_IN
2021-12-22,FG-100001,E-Motor Assembly,FERT,Vendor-managed,17.709,8,7,1,1.03,1,220.76,12.47,5,0,25,30,10,0,-0.00344,-0.0,1.0,0.9749,12,4,356,RESCHEDULE_IN
2021-12-23,FG-100001,E-Motor Assembly,FERT,Vendor-managed,12.472,9,7,2,0.0,0,208.29,16.7,0,0,25,30,10,0,0.01638,-0.0,1.0,0.4339,12,4,357,RESCHEDULE_IN
2021-12-24,FG-100001,E-Motor Assembly,FERT,Vendor-managed,13.93,6,7,-1,0.0,0,194.36,13.95,0,0,25,30,10,0,0.01493,-0.0,1.0,-0.4339,12,4,358,RESCHEDULE_IN
2021-12-25,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.05,7,7,0,0.0,0,179.31,11.91,0,0,25,30,10,0,-0.00725,-0.0,1.0,-0.9749,12,4,359,RESCHEDULE_IN
2021-12-26,FG-100001,E-Motor Assembly,FERT,Vendor-managed,19.191,6,7,-1,0.0,0,160.12,8.34,0,0,25,30,10,0,-0.00696,-0.0,1.0,-0.7818,12,4,360,RESCHEDULE_IN
2021-12-27,FG-100001,E-Motor Assembly,FERT,Vendor-managed,17.346,7,7,0,0.0,0,142.78,8.23,0,0,25,30,10,0,0.02115,-0.0,1.0,0.0,12,4,361,EXPEDITE
2021-12-28,FG-100001,E-Motor Assembly,FERT,Vendor-managed,18.25,7,7,0,0.0,0,124.52,6.82,0,0,25,30,10,0,0.01937,-0.0,1.0,0.7818,12,4,362,EXPEDITE
2021-12-29,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.048,5,7,-2,0.0,0,109.48,7.28,0,1,25,30,10,0,0.03629,-0.0,1.0,0.9749,12,4,363,NO_EXCEPTION
2021-12-30,FG-100001,E-Motor Assembly,FERT,Vendor-managed,15.073,7,7,0,0.0,0,94.4,6.26,0,0,25,30,10,0,0.03157,-0.0,1.0,0.4339,12,4,364,EXPEDITE
2021-12-31,FG-100001,E-Motor Assembly,FERT,Vendor-managed,17.676,7,7,0,0.0,0,76.73,4.34,7,0,25,30,10,0,0.03448,-0.0,1.0,-0.4339,12,4,365,EXPEDITE
2022-01-01,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.92,5,7,-2,0.0,0,59.81,3.53,0,0,25,30,10,0,0.06836,0.5,0.866,-0.9749,1,1,1,EXPEDITE
2022-01-02,FG-100001,E-Motor Assembly,FERT,Vendor-managed,17.607,8,7,1,0.0,0,42.2,2.4,0,0,25,30,10,0,0.08197,0.5,0.866,-0.7818,1,1,2,EXPEDITE
2022-01-03,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.222,8,7,1,0.0,0,147.8,9.11,0,0,25,30,10,0,0.09006,0.5,0.866,0.0,1,1,3,EXPEDITE
2022-01-04,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.809,8,7,1,0.0,0,130.99,7.79,0,0,25,30,10,0,0.09707,0.5,0.866,0.7818,1,1,4,EXPEDITE
2022-01-05,FG-100001,E-Motor Assembly,FERT,Vendor-managed,16.421,7,7,0,0.0,0,114.57,6.98,0,0,25,30,10,0,0.118,0.5,0.866,0.9749,1,1,5,EXPEDITE
